corpus,sample,dataset,token,before,word,after
PENN,milton-e3-p2,ity,hostility,"aughters , rapines , and ",hostilities," , which they return'd n"
PENN,milton-e3-h,ity,hostility,g in the midst of so much ,hostility," , at least falshood from"
PENN,milton-e3-p2,ity,hostility, Borders from all outward ,Hostility," . MILTON-E3-P2,X,173.10 "
PENN,milton-e3-p2,ity,hostility,"land , met with much more ",hostility," ; MILTON-E3-P2,X,172.2 f"
PENN,milton-e3-p1,ity,humility,"161.106 Of his Devotion , ",Humility," , and Almes-deeds , much "
PENN,burnetcha-e3-h,ity,importunity,y them but to get rid of ,importunity," , and to silence all fu"
PENN,milton-e3-p2,ity,importunity,taining of him with much ,importunity," her departure , she vei"
PENN,burnetcha-e3-p2,ity,improbability,"2,2,177.36 He urged the ",improbability, of his talking to two 
PENN,milton-e3-p1,ity,infidelity,l off the second time to ,Infidelity, . Which the Mercian King
PENN,burnetcha-e3-p1,ity,legality,f an inquisition than the ,legality," of justice , not to say m"
PENN,burnetcha-e3-h,ity,levity," been supposed , past the ",levities, of youth and the extravag
PENN,burnetcha-e3-h,ity,levity,"1.1,169.52 He had too much ",levity," in his wit , BURNETCHA-E3-"
PENN,burnetcha-e3-h,ity,levity,ensured as a very indecent ,levity," in him , to go and see hor"
PENN,burnetcha-e3-p1,ity,majority,"him away from court , the ",majority, was against them . BURNET
PENN,burnetcha-e3-p2,ity,majority,"A-E3-P2,2,186.199 but the ",majority, was against the commitmen
PENN,burnetcha-e3-p2,ity,majority, debate it was voted by a ,majority," of above seventy voices ,"
PENN,burnetcha-e3-p2,ity,majority,"ament , whence so great a ",majority, was already so deeply eng
PENN,milton-e3-p1,ity,maturity,seem now to have past the ,maturity, of wisedome to a faulty l
PENN,milton-e3-p2,ity,morality,"igion profitable , nor to ",morality," , swelling my Authors eac"
PENN,milton-e3-p1,ity,mortality,er all Ireland with great ,mortality, . In which time the East
PENN,milton-e3-h,ity,nobility, with a great part of the ,Nobility," slain , so as the English"
PENN,milton-e3-h,ity,nobility,"of Ethelred , they of the ",Nobility, who were then at London t
PENN,milton-e3-h,ity,nobility,e having thus sounded the ,Nobility," , and by them understood "
PENN,milton-e3-p1,ity,nobility,"d , and many of the young ",Nobility," , liv'd in Scotland exil'"
PENN,milton-e3-p2,ity,nobility, joining with most of the ,Nobility," , dispossess'd of all but"
PENN,milton-e3-h,ity,opportunity,to do it when he saw his ,opportunity," ; MILTON-E3-H,X,275.145"
PENN,milton-e3-p1,ity,opportunity,.41 Paulinus omitting no ,opportunity, to win the King from mi
PENN,burnetcha-e3-p1,ity,popularity,so inconstant a thing is ,popularity," , that I was then most b"
PENN,burnetcha-e3-p1,ity,possibility,to drive things past the ,possibility, of a treaty or any reco
PENN,burnetcha-e3-p2,ity,possibility, I told him there was no ,possibility, of laying the heat that
PENN,milton-e3-p2,ity,posterity, they seem to have left a ,posterity, much unlike them at this
PENN,milton-e3-p1,ity,quality,"son , with other princely ",qualities," , belov'd of all . Notwi"
PENN,burnetcha-e3-h,ity,quality, and since only persons of ,quality, or priests use those ligh
PENN,burnetcha-e3-p1,ity,quality,ance and Spain as a man of ,quality," , BURNETCHA-E3-P1,2,168.2"
PENN,burnetcha-e3-p1,ity,quality,rned beyond any man of his ,quality," , but intractable , stiff"
PENN,burnetcha-e3-p1,ity,sensuality,afterwards to luxury and ,sensuality," BURNETCHA-E3-P1,1,185.13"
PENN,burnetcha-e3-p1,ity,severity,"ehaviour , heightened the ",severity," of his ministry , which w"
PENN,burnetcha-e3-h,ity,sincerity,ot think there was either ,sincerity, or chastity in the world
PENN,burnetcha-e3-p1,ity,sincerity, at appeals to God of his ,sincerity, in acting for the presby
PENN,milton-e3-p1,ity,sincerity,"undertook , and with more ",sincerity, retain'd the Christian p
PENN,milton-e3-p2,ity,unchastity, while after detected of ,unchastity," , with one of her follow"
PENN,milton-e3-p1,ity,university,"line , thought to be the ",University, of Cambridge then first 
PENN,burnetcha-e3-h,ity,vanity,He had such an extravagant ,vanity," in setting himself out , t"
PENN,burnetcha-e3-h,ity,vanity,the other out of humour or ,vanity," . BURNETCHA-E3-H,1.1,168.3"
PENN,burnetcha-e3-h,ity,vanity,2 This he did with so much ,vanity," , and so little discretion"
PENN,burnetcha-e3-p1,ity,vanity,0.69 He was a man of great ,vanity," , BURNETCHA-E3-P1,1,180.70"
PENN,burnetcha-e3-p1,ity,vanity,lled up to a high pitch of ,vanity, and insolence . BURNETCHA-
PENN,stat-1560-e1-p2,ity,ability,ewhat according to theire ,habilitee, towarde the wekely relie
PENN,stat-1560-e1-p2,ity,ability,ccording to his or their ,habilitees," , that then the Bishoppe"
PENN,stat-1560-e1-p2,ity,ability,ll consider the state and ,abilitie, of every suche P~ishe ; S
PENN,stat-1540-e1-p1,ity,ambiguity,the same soe many doubt~ ,ambiguyties, and questions have rise
PENN,stat-1510-e1-p2,ity,annuity,is use land~ or ten~t~ or ,annuyties, at the lest for t~me of 
PENN,stat-1510-e1-p2,ity,annuity,have land~ ten~t~ fees or ,annuyties, to the yerely value of x
PENN,stat-1530-e1-p1,ity,annuity,have land~ tenement~ fees ,annuyties, or offices to the yerely
PENN,stat-1500-e1-h,ity,annuity, Landes Ten~t~ or Fees or ,Anuytyes, to the yerely value of x 
PENN,stat-1500-e1-h,ity,annuity,se Landes or Tenement~ or ,annuytyes, at the leste for Terme o
PENN,stat-1550-e1-p2,ity,authority,=t= assembled and by the ,aucthoritee," of the same , That if a"
PENN,stat-1550-e1-p2,ity,authority,reof have full power and ,aucthoritee, to enquire here and det
PENN,stat-1550-e1-p2,ity,authority,hall have full power and ,aucthoritee, tenquire as well by tho
PENN,stat-1550-e1-p2,ity,authority,orted without sufficient ,aucthoritee," , and shall suffer Impr"
PENN,stat-1550-e1-p2,ity,authority,hall have full power and ,aucthoritee, to co~mit any p~son bei
PENN,stat-1550-e1-p2,ity,authority,e it further enacted by ,thaucthoritee," aforesaid , That if an"
PENN,stat-1550-e1-p2,ity,authority, further enacted by the ,thaucthoritee," aforesaid , That if an"
PENN,stat-1550-e1-p2,ity,authority,es and Be it enacted by ,thaucthoritee," aforesaid , That none "
PENN,stat-1550-e1-p2,ity,authority,d Be it also enacted by ,thaucthoritee," aforesaid , That if th"
PENN,stat-1550-e1-p2,ity,authority,e it further enacted by ,thaucthoritee," aforesaid , That yf th"
PENN,stat-1550-e1-p2,ity,authority,e it further enacted by ,thaucthoritee," aforesaid , That if an"
PENN,stat-1550-e1-p2,ity,authority,e it further enacted by ,thaucthoritee," aforesaid , That no ma"
PENN,stat-1550-e1-p2,ity,authority,65 And Be it enacted by ,thaucthoritee," aforesaid , That yf an"
PENN,stat-1550-e1-p2,ity,authority,iam=t= assembled and by ,thaucthoritee," of the same , That no "
PENN,stat-1550-e1-p2,ity,authority,es and Be it enacted by ,thaucthoritee," aforesaid , That this "
PENN,stat-1550-e1-p2,ity,authority,e it further enacted by ,thaucthoritee," aforesaid , That if an"
PENN,stat-1550-e1-p2,ity,authority,e it further enacted by ,thaucthoritee," aforesaid , That yf an"
PENN,stat-1550-e1-p2,ity,authority,eare : Be it enacted by ,thaucthoritee, of this p~nt P~liam=t=
PENN,stat-1550-e1-p2,ity,authority,wherof Be it enacted by ,thaucthoritee, of this p~nt P~liam=t=
PENN,stat-1560-e1-p2,ity,authority, shall have full Power & ,Aucthoritee, by virtue of this Acte 
PENN,stat-1560-e1-p2,ity,authority,"Co~missarie , shall have ",aucthoritee," by this Acte , to co~mi"
PENN,stat-1560-e1-p2,ity,authority,"n=t= assembled , and by ",thaucthoritee," of the same , That the"
PENN,stat-1560-e1-p2,ity,authority,"ore , Bee it enacted by ",thaucthoritee," aforesayd , That every"
PENN,stat-1560-e1-p2,ity,authority,e it further enacted by ,thaucthoritee," aforesaid , That yf an"
PENN,stat-1560-e1-p2,ity,authority,rther bee yt enacted by ,thaucthoritee," aforesayd , That the s"
PENN,stat-1500-e1-h,ity,authority,39 Also be it enacted by ,auctoritie, aforeseid that all other
PENN,stat-1500-e1-h,ity,authority,liament assembled and by ,auctoritie, of the same that the sei
PENN,stat-1500-e1-h,ity,authority," , Be it ordeyned by the ",Auctoritie, of this p~sent P~liament
PENN,stat-1500-e1-h,ity,authority,liament assembled and by ,auctoritie, of the same ordeyned est
PENN,stat-1500-e1-h,ity,authority, therfore p~vyded by the ,auctoritie, aforeseid that Clothes c
PENN,stat-1500-e1-h,ity,authority, enacted by thadvyse and ,auctoritie, aforesaid that the Kyng 
PENN,stat-1500-e1-h,ity,authority,nte and gyve Licence and ,auctoritie, to suche of his Sugiect~
PENN,stat-1500-e1-h,ity,authority,f all man~ people by the ,auctoritie, of thys p~sent parliamen
PENN,stat-1510-e1-p2,ity,authority,hat it be enactid by the ,auctoritie, of this p~sent p~liament
PENN,stat-1510-e1-p2,ity,authority,of be it ordeyned by the ,auctoritie, of this p~sent p~liament
PENN,stat-1530-e1-p1,ity,authority,t further enacted by the ,aucthoritie, aforseid that noo Lorde
PENN,stat-1530-e1-p1,ity,authority, and establisshed by the ,auctoritie, of this present parliame
PENN,stat-1530-e1-p1,ity,authority,t is also enacted by the ,auctoritie, aforesaid that all and e
PENN,stat-1530-e1-p1,ity,authority," Item , it is enacted by ",auctoritie, aforesaid that ev~y prea
PENN,stat-1530-e1-p1,ity,authority,o further enacted by the ,auctoritie, aforseid that it $shall 
PENN,stat-1530-e1-p1,ity,authority," Item , it is enacted by ",auctoritie, aforesaid that all and e
PENN,stat-1530-e1-p1,ity,authority,f this Realme shall have ,auctoritie, by v~tue of this p~sent 
PENN,stat-1530-e1-p1,ity,authority,e it also enacted by the ,auctoritie, of this present parliame
PENN,stat-1530-e1-p1,ity,authority,o further enacted by the ,auctoritie, aforseid that all lycenc
PENN,stat-1530-e1-p1,ity,authority,iament assembled and by ,thauctoritie," of the same , that all "
PENN,stat-1530-e1-p1,ity,authority,"Item , it is enacted by ",thauctoritie, aforesaid that all lepr
PENN,stat-1530-e1-p1,ity,authority,t is further enacted by ,thauctoritie, aforesaid that all and 
PENN,stat-1530-e1-p1,ity,authority,ordeyned and enacted by ,thauctoritie, aforesaid that all and 
PENN,stat-1530-e1-p1,ity,authority,", it is also enacted by ",thauctoritie, aforesaid that the said
PENN,stat-1530-e1-p1,ity,authority,"Item , it is enacted by ",thauctoritie, aforsaid that no p~sonn
PENN,stat-1530-e1-p1,ity,authority,"Item , it is enacted by ",thauctoritie, aforesaid that if any o
PENN,stat-1540-e1-p1,ity,authority,also enacted by the same ,auctoritie," , that no p~son or p~son"
PENN,stat-1540-e1-p1,ity,authority,and be it enacted by the ,auctoritie," aforesaide , That the Au"
PENN,stat-1540-e1-p1,ity,authority,.6 Be it also enactid by ,auctoritie, of this p~sent p~lament 
PENN,stat-1540-e1-p1,ity,authority,be it further inacted by ,auctoritie," aforesaide , that if any"
PENN,stat-1540-e1-p1,ity,authority,ter such offence doon by ,auctoritie, of this acte be adjudged
PENN,stat-1540-e1-p1,ity,authority, ordeynid and enactid by ,auctoritie, of this present p~lament
PENN,stat-1540-e1-p1,ity,authority,liament assembled and by ,authoritie," of the same , that from "
PENN,stat-1540-e1-p1,ity,authority,ye and be it enacted by ,thauctoritie," aforesaide , that this "
PENN,stat-1540-e1-p1,ity,authority,e it further enacted by ,thauctoritie," aforesaide , that noe p"
PENN,stat-1540-e1-p1,ity,authority,ay and be it enactid by ,thauctoritie," aforesaid , that no man"
PENN,stat-1540-e1-p1,ity,authority,iament assembled and by ,thauctoritie," of the same , that all "
PENN,stat-1540-e1-p1,ity,authority,e it further enacted by ,thauctoritie," aforesaide , that if an"
PENN,stat-1540-e1-p1,ity,authority,t is further enacted by ,thauctoritie," aforesaide , That all a"
PENN,stat-1550-e1-p2,ity,authority,lso and Be it enacted by ,aucthoritie," aforesaid , That every "
PENN,stat-1550-e1-p2,ity,authority,ll have jurisdicc~on and ,aucthoritie, within the severall lim
PENN,stat-1550-e1-p2,ity,authority,all Co~missions shall by ,aucthoritie," of this p~nte Acte , ha"
PENN,stat-1550-e1-p2,ity,authority,"nde , without sufficient ",aucthoritie, so to doo ; That then e
PENN,stat-1550-e1-p2,ity,authority,t sufficient and lawfull ,aucthoritie," so to doo , upon the pa"
PENN,stat-1550-e1-p2,ity,authority,tablished and enacted by ,auctoritie, of this p~sent Parliamen
PENN,stat-1550-e1-p2,ity,authority, is lykewise enacted by ,thaucthoritie," aforesaid , That all a"
PENN,stat-1550-e1-p2,ity,authority,"erof , Be it enacted by ",thauctoritie, of this p~nt Parlament 
PENN,stat-1550-e1-p2,ity,authority,iament assembled and by ,thauctoritie," of the same , That no m"
PENN,stat-1530-e1-p1,ity,authority,jurisdiccions privileges ,auctorities, ymunyties profitis and 
PENN,stat-1550-e1-p2,ity,authority,", within their severall ",Aucthorities," and Co~missiones , at a"
PENN,stat-1560-e1-p2,ity,charity, and waies textende their ,Charitee," to the Poore , as in this"
PENN,stat-1560-e1-p2,ity,charity, Woman what they of their ,Charitee, $will $bee {TEXT:wilbe} c
PENN,stat-1560-e1-p2,ity,charity,ons textende his or their ,Charitee, towardes the Relief of th
PENN,stat-1500-e1-h,ity,city,t noo p~son out of the seid ,Citie, and p~cincte of vij myles 
PENN,stat-1500-e1-h,ity,city,en Lawe or after custome of ,Citie, or Towne wher it shall for
PENN,stat-1500-e1-h,ity,city,ly or other Hede Officer of ,Citie, Burgh or Town where the de
PENN,stat-1500-e1-h,ity,city,made and wrought wythin the ,Citie, of London and in dyv~se an
PENN,stat-1500-e1-h,ity,city, Councell and Mayres of the ,Citie, of London for the tyme bey
PENN,stat-1500-e1-h,ity,city,e same Realme as within the ,Citie," of London , that Whereas i"
PENN,stat-1500-e1-h,ity,city,d that noo p~son within the ,Citie, of London nor within vij m
PENN,stat-1510-e1-p2,ity,city, Counsell and Maires of the ,Citie, of London for the tyme bey
PENN,stat-1510-e1-p2,ity,city, unto any Artificer oute of ,Citie, or borugh nor husbondman h
PENN,stat-1530-e1-p1,ity,city,e inhibitauntes of the seid ,Citie, Warde Towne Hundred or Par
PENN,stat-1530-e1-p1,ity,city,v~y Hundrede Rape Wapentake ,Citie, Boroughe Parysshe Lib~tie 
PENN,stat-1530-e1-p1,ity,city,d Ministers of ev~y Countie ,Citie, Towne and Parisshe within 
PENN,stat-1530-e1-p1,ity,city,ed ageyne and sent into the ,Citie, Warde Towne Hundred or par
PENN,stat-1530-e1-p1,ity,city,"yngmen , as well within the ",Citie, of London as within all ot
PENN,stat-1530-e1-p1,ity,city,n whipped and sent unto any ,Citie, Warde Towne Hundrede or Pa
PENN,stat-1530-e1-p1,ity,city,"appoynted unto , within any ",Citie, Warde Towne Hamlett Hundre
PENN,stat-1530-e1-p1,ity,city,nd valiaunt beggers in ev~y ,Citie, Warde Towne Hundred and Pa
PENN,stat-1530-e1-p1,ity,city,ifes and Constables of ev~y ,Citie, Borowe Towne Hundred and P
PENN,stat-1530-e1-p1,ity,city,erche to be made within e~y ,Citie, and Warde Towne Hundred Pa
PENN,stat-1530-e1-p1,ity,city,s and hede officers of ev~y ,Citie, Borough & Towne corporate 
PENN,stat-1530-e1-p1,ity,city,icers and Ministers of ev~y ,Citie, Shire Townes and Parisshes
PENN,stat-1540-e1-h,ity,city," Gloucestre , and the saide ",Citie, or Towne of Bristoll by Wa
PENN,stat-1540-e1-h,ity,city,habytaunt~ within the saide ,Citie," or Towne of Bristoll , are"
PENN,stat-1540-e1-h,ity,city,s of Peace within the saide ,Citie, of London and Suburbes of 
PENN,stat-1540-e1-h,ity,city,tices of Peace of the saide ,Citie, of London at any theyre Qu
PENN,stat-1540-e1-h,ity,city,ncie kepte within the saide ,Citie," of London , be negligent a"
PENN,stat-1540-e1-h,ity,city, the Liberties of the saide ,Citie," . STAT-1540-E1-H,3,910.43 "
PENN,stat-1540-e1-h,ity,city,nd Co~mynaltie of the saide ,Citie," and theyre successoures , "
PENN,stat-1540-e1-h,ity,city,r or cause within the saide ,Citie, hathe been used and accust
PENN,stat-1540-e1-h,ity,city, or action within the saide ,Citie, by the Chamberleyne of the
PENN,stat-1540-e1-h,ity,city,e Chamberleyne of the saide ,Citie," for the tyme being , to th"
PENN,stat-1540-e1-h,ity,city,tices of Peace of the saide ,Citie," of London , at any theyre "
PENN,stat-1540-e1-h,ity,city,ingrode upwarde towarde the ,Citie," and Towne of Gloucestre , "
PENN,stat-1540-e1-h,ity,city,reates and Lanes within the ,Citie," of London be paved , with "
PENN,stat-1540-e1-h,ity,city,ustices of Peace within the ,Citie, of London for that whiche 
PENN,stat-1540-e1-h,ity,city,eing port~ or havens of the ,Citie, or Towne of Bristoll afore
PENN,stat-1540-e1-h,ity,city,", that no p~sone within the ",Citie," of London , nor within sev"
PENN,stat-1540-e1-h,ity,city,eme betwene the Keye of the ,Citie," of Gloucestre , and the sa"
PENN,stat-1540-e1-h,ity,city,o any Porte Towne or to any ,Citie, boroughe or towne within t
PENN,stat-1550-e1-p2,ity,city,fficer or Officers of suche ,Citie, or Towne Corporate or his 
PENN,stat-1550-e1-p2,ity,city,fficer or Officers of suche ,Citie, or Towne Corporate or his 
PENN,stat-1550-e1-p2,ity,city,kett Place within the Shire ,Citie," Boroughe or Towne , wher o"
PENN,stat-1550-e1-p2,ity,city,rket Place within the Shire ,Citie, or Bourghe wher the said O
PENN,stat-1550-e1-p2,ity,city,rket Place within the Shire ,Citie, or Boroughe wher or nere u
PENN,stat-1550-e1-p2,ity,city,t happen to be within suche ,Citie, or Towne Corporate then by
PENN,stat-1550-e1-p2,ity,city,"orate , And yf within suche ",Citie," or Towne Corporate , then "
PENN,stat-1550-e1-p2,ity,city,"ficer , yf it be within any ",Citie, or Towne Corporate wher th
PENN,stat-1550-e1-p2,ity,city,l fortune to be without any ,Citie," or Towns Corporate , And i"
PENN,stat-1550-e1-p2,ity,city, fortune to bee without any ,Citie," or Towne Corporate , And y"
PENN,stat-1550-e1-p2,ity,city,l fortune to be without any ,Citie," or Towne Corporate , And i"
PENN,stat-1550-e1-p2,ity,city,all happen to be within any ,Citie, or Towne Corporate then by
PENN,stat-1560-e1-p2,ity,city,p~sons as bee w=th=in their ,Citie, Boroughe Towne Corporate o
PENN,stat-1560-e1-p2,ity,city,r= and Aldermen of the said ,Citie, of Coventrye or the more p
PENN,stat-1560-e1-p2,ity,city,said Poore w=th=in the said ,Citie," , the said so~me or so~mes"
PENN,stat-1560-e1-p2,ity,city,"eople , erected in the said ",Citie," , $shall $be {TEXT:shalbe}"
PENN,stat-1560-e1-p2,ity,city,es Churche withein the sayd ,Citie, of London for the tyme bey
PENN,stat-1560-e1-p2,ity,city, Cheef Officers of the same ,Citie," or Towne Corporate , and t"
PENN,stat-1560-e1-p2,ity,city, or P~ishes within the same ,Citie," or Towne Corporate , and m"
PENN,stat-1560-e1-p2,ity,city,r Head Officers of the same ,Citie, Burghe or Towne Corporate 
PENN,stat-1560-e1-p2,ity,city, Householders w=th=in theyr ,Citie, Boroughe Towne Corporate o
PENN,stat-1560-e1-p2,ity,city,fficers w=th=in every suche ,Citie, Boroughe or Towne Corporat
PENN,stat-1560-e1-p2,ity,city,Inhabitantes of every suche ,Citie, Bourghe Towne Corporate an
PENN,stat-1560-e1-p2,ity,city,sies of all and every suche ,Citie, Bourghe and Towne Corporat
PENN,stat-1560-e1-p2,ity,city, he dwell w=th=in any suche ,Citie, Bourghe or Towne Corporate
PENN,stat-1560-e1-p2,ity,city,ad Officers of everye suche ,Citie, Burghe or Towne Corporate 
PENN,stat-1560-e1-p2,ity,city,ead Officers of every suche ,Citie, Burghe or Towne Corporate 
PENN,stat-1560-e1-p2,ity,city," same P~ishe , and in every ",Citie," and Towne Corporate , the "
PENN,stat-1560-e1-p2,ity,city," Midso~mer daye , in everye ",Citie, Boroughe and Towne Corpora
PENN,stat-1560-e1-p2,ity,city,ted or gathered w=th=in the ,Citie, of London and the Lybertie
PENN,stat-1560-e1-p2,ity,city,stices yf yt bee out of any ,Citie, Burghe or Towne Corporate 
PENN,stat-1560-e1-p2,ity,city, P~ishe not standing in any ,Citie," or Towne Corporate , the P"
PENN,stat-1560-e1-p2,ity,city,"well , yf yt bee out of any ",Citie, Borouge or Towne Corporate
PENN,stat-1560-e1-p2,ity,city,ted or gathered w=th=in the ,Citie, of Coventrye and the Liber
PENN,stat-1500-e1-h,ity,city,all other hede Officers of ,Cities, or bowrghes or Townes corp
PENN,stat-1500-e1-h,ity,city,d in dyv~se and many other ,Cities, Boroughes and Townes withi
PENN,stat-1510-e1-p2,ity,city, all other hede Offic~s of ,Cities, or boroughes or townes cor
PENN,stat-1510-e1-p2,ity,city,hede offic~s aswell of all ,Cities, townes and boroughes corpo
PENN,stat-1530-e1-p1,ity,city,istres of ev~y of the same ,Cities, Shires Townes Hundred~ Wap
PENN,stat-1530-e1-p1,ity,city," , within ev~y of the same ",Cities, Shires Townes Hundred~ Wap
PENN,stat-1530-e1-p1,ity,city,London as within all other ,Cities, Shires Townes Parisshes an
PENN,stat-1530-e1-p1,ity,city,e almes in any of the same ,Cities, Shires Townes and Parisshe
PENN,stat-1530-e1-p1,ity,city,auntes of ev~y of the same ,Cities, Borowes and Townes corpora
PENN,stat-1530-e1-p1,ity,city,isters of ev~y of the said ,Cities, Borowghes Townes corporate
PENN,stat-1540-e1-h,ity,city,ghe waies within the saide ,Cities, and Liberties of the same 
PENN,stat-1540-e1-h,ity,city, Courtes of Recorde within ,Cities, and Townes Corporate befor
PENN,stat-1550-e1-p2,ity,city,ad Officer and Officers of ,Cities, Boroughes and Townes Corpo
PENN,stat-1560-e1-p2,ity,city,ties adjoyning to the same ,Cities, Bourghes Townes Corporate 
PENN,stat-1560-e1-p2,ity,city,Officers of every the same ,Cities, Burghes and Townes Corpora
PENN,stat-1560-e1-p2,ity,city,y out of the sayd Parishes ,Cities, and Townes so surchardged 
PENN,stat-1560-e1-p2,ity,city,That where any of the said ,Cities, Boroughes Townes Corporate
PENN,stat-1560-e1-p2,ity,city,"also enacted , That in all ",Cities, Bourghes and Townes Corpor
PENN,stat-1560-e1-p2,ity,city,rde stande ; that in those ,Cities, the Parson Vicar and Curat
PENN,stat-1530-e1-p1,ity,city,en wythin the sayde Shires ,Cyties, Townes or Frankcheses ther
PENN,stat-1530-e1-p1,ity,city, Hundred~ Rapes Wapentakes ,Cyties, Boroughes Townes or Places
PENN,stat-1560-e1-p2,ity,city,mpotent p~sons of the sayd ,Cyties, Boroughes Townes Corporate
PENN,stat-1560-e1-p2,ity,city,hiefe Officers of the said ,Cyties, Boroughes and Townes Corpo
PENN,stat-1530-e1-p1,ity,commodity,ymunyties profitis and co~,modities, to the said dignytie of s
PENN,stat-1540-e1-p1,ity,commodity,e profittes revenues and ,commodities," of the same , aswell in"
PENN,stat-1530-e1-p1,ity,dignity,"e therof , as all Honours ",Dignyties, p~hemynences jurisdiccio
PENN,stat-1530-e1-p1,ity,enormity, offences contemptes and ,enormyties," what so ever they be , w"
PENN,stat-1530-e1-p1,ity,enormity,rours heresies and other ,enormyties, & abuses heretofore used
PENN,stat-1540-e1-p1,ity,equity, Forasmuche as Justice and ,equity, requier that every inherit
PENN,stat-1550-e1-p2,ity,fidelity,ry to the Dutie of their ,Fidelytees," and Allegiances , have n"
PENN,stat-1530-e1-p1,ity,forfeity,f all suche offences and ,forfayties, clerely discharged and q
PENN,stat-1530-e1-p1,ity,forfeity, after lyke offenses and ,forfayties, had and made in forme af
PENN,stat-1530-e1-p1,ity,forfeity,after suche offences and ,forfayties," had and made , yf none s"
PENN,stat-1530-e1-p1,ity,forfeity,offences and ,forfaytis,
PENN,stat-1530-e1-p1,ity,forfeity,offence of ,forfaytis,
PENN,stat-1530-e1-p1,ity,immunity,ns privileges auctorities ,ymunyties, profitis and co~modities
PENN,stat-1560-e1-p2,ity,infirmity,dged ; In w=ch= Licence ,Thinfirmitie," of the P~son , the Plac"
PENN,stat-1550-e1-p2,ity,moiety,"de and Ladye , and thother ",moitie, therof to be to him or the
PENN,stat-1560-e1-p2,ity,moiety,"te Tenne Poundes , the one ",Moitie, therof to the Churchewarde
PENN,stat-1560-e1-p2,ity,moiety, Money of Englande ; thone ,Moitie, herof to him or them that 
PENN,stat-1560-e1-p2,ity,nativity,ore the Feast Daye of the ,Nativitee," of S=t= John Baptist , c"
PENN,stat-1540-e1-p1,ity,nativity,es after the feast of the ,Nativitie, of our Lady Sainct Mary 
PENN,stat-1540-e1-p1,ity,nativity,ter the said feast of the ,Nativitie, of our Lady next comyng 
PENN,stat-1530-e1-p1,ity,necessity,as none of them of verie ,necessitie, $shall $be {TEXT:shalbe}
PENN,stat-1530-e1-p1,ity,penalty,"andegonne , that then the ",penalitie, and forfayture yf any su
PENN,stat-1530-e1-p1,ity,penalty,ke hurte by reason of any ,penalitie, or forfayture conteyned 
PENN,stat-1530-e1-p1,ity,penalty,he one moytie of the same ,penalitie, to be payde to the Kynge
PENN,stat-1530-e1-p1,ity,penalty,ll suche tyme as the seid ,penalitie, or forfayture $shall $be
PENN,stat-1530-e1-p1,ity,penalty,t any suche forfayture or ,penalitie, as is aforseid for hys s
PENN,stat-1510-e1-p2,ity,penalty,nd above the forfait and ,penalities, conteyned in this estatu
PENN,stat-1530-e1-p1,ity,penalty,herof uppon the peynes & ,penalities, conteyned in the said ac
PENN,stat-1540-e1-p1,ity,penalty,l peynes forfeytures and ,penalities, concerninge the same and
PENN,stat-1510-e1-p2,ity,penalty,apparell so forfeited and ,penalitis, in the Quenes Courte as 
PENN,stat-1530-e1-p1,ity,profity,ges auctorities ymunyties ,profitis, and co~modities to the sa
PENN,stat-1540-e1-p1,ity,quality,sons of what estate degre ,qualitie, or condic~on soever he or
PENN,stat-1550-e1-p2,ity,quality,"s , of what Estate degree ",qualitie, or condico~n so ever he o
PENN,stat-1540-e1-p1,ity,quality,sons of what estate degree ,quality, or condic~on soever he or
PENN,stat-1540-e1-h,ity,quantity,verye Man suche parte and ,quantitie, of the same Lanes streat
PENN,stat-1550-e1-p2,ity,quantity,ye and convey innumerable ,quantitie, aswell of Corne Chese Bu
PENN,stat-1500-e1-h,ity,university, Lawe or graduates of Univ~,sities, use eny more Clothe in eny
PENN,stat-1500-e1-h,ity,university,be p~judiciall to the Univ~,sities, of Oxford and Cantebrigge 
PENN,stat-1500-e1-h,ity,university,epte Graduates of the Univ~,sities, and excepte Yomen Gromes a
PENN,stat-1510-e1-p2,ity,university,except g~duat~ of the Univ~,sities, and except yomen gromes an
PENN,stat-1510-e1-p2,ity,university,awe or g~duat~ of the Univ~,sities, use more cloth in a long g
PENN,stat-1600-e2-h,ity,ability,hich of themselves are of ,Abilitie," , beinge co~manded by the"
PENN,stat-1580-e2-p2,ity,ambiguity," foreprised , without any ",Ambiguity, Question or other Delay 
PENN,stat-1620-e2-p2,ity,annuity,and Hereditament~ Rent~ An~,uities, Offices and Estates of Fre
PENN,stat-1570-e2-p1,ity,authority,e yt further enacted by ,thaucthoritie," aforesayd , That yf th"
PENN,stat-1570-e2-p1,ity,authority,e it further enacted by ,thaucthoritie," aforesaid , That yf an"
PENN,stat-1570-e2-p2,ity,authority,deemed & declared by the ,aucthoritie, of this Acte and Parlia
PENN,stat-1570-e2-p2,ity,authority, yt allso enacted by the ,aucthoritie," aforesaid , That all an"
PENN,stat-1570-e2-p2,ity,authority, ; Bee yt enacted by the ,aucthoritie," aforesaid , That whosoe"
PENN,stat-1570-e2-p2,ity,authority,and be it enacted by the ,Aucthoritie," aforesaid , That the ge"
PENN,stat-1570-e2-p2,ity,authority,t further enacted by the ,aucthoritie," aforesaid , That no p~s"
PENN,stat-1570-e2-p2,ity,authority,lared and established by ,aucthoritie, of the same Parliament 
PENN,stat-1580-e2-h,ity,authority,"e , Be it enacted by the ",Authoritie, of this p~sent Parliamen
